,ticker,SIC,Four Digit SIC Codes,Four Digit SIC Code Descriptions,SIC Two Digit,Two Digit SIC Codes,Two Digit SIC Code Descriptions
4901,KT,4813,4813.0,"TELEPHONE COMMUNICATION, EXCEPT RADIO",48,48.0,COMMUNICATIONS
4902,GSLC,0,,,0,,
4903,FEZ,0,,,0,,
4904,WEAV,0,,,0,,
4905,NRDY,0,,,0,,
4906,CEMB,0,,,0,,
4907,IINN,0,,,0,,
4908,NVO,2834,2834.0,PHARMACEUTICAL PREPARATIONS,28,28.0,CHEMICALS AND ALLIED PRODUCTS
4909,AVD,2879,2879.0,"AGRICULTURAL CHEMICALS, NEC",28,28.0,CHEMICALS AND ALLIED PRODUCTS
4910,ESS,6798,6798.0,REAL ESTATE INVESTMENT TRUSTS,67,67.0,HOLDING AND OTHER INVESTMENT OFFICES
4911,SACH,6798,6798.0,REAL ESTATE INVESTMENT TRUSTS,67,67.0,HOLDING AND OTHER INVESTMENT OFFICES
4912,BOX,7372,7372.0,PREPACKAGED SOFTWARE,73,73.0,BUSINESS SERVICES
4913,SFB,0,,,0,,
4914,DON,0,,,0,,
4915,KRON,0,,,0,,
4916,BHIL,0,,,0,,
4917,GLT,2621,2621.0,PAPER MILLS,26,26.0,PAPER AND ALLIED PRODUCTS
4918,OPRT,0,,,0,,
4919,VRA,3171,3171.0,WOMEN'S HANDBAGS AND PURSES,31,31.0,LEATHER AND LEATHER PRODUCTS
4920,CTSH,7371,7371.0,CUSTOM COMPUTER PROGRAMMING SERVICES,73,73.0,BUSINESS SERVICES
4921,BW,3679,3679.0,"ELECTRONIC COMPONENTS, NEC",36,36.0,"ELECTRONIC, ELCTRCL EQPMNT & CMPNTS, EXCPT COMPUTER EQPMNT"
4922,THW,6726,6726.0,"INVESTMENT OFFICES, NEC",67,67.0,HOLDING AND OTHER INVESTMENT OFFICES
4923,IGSB,0,,,0,,
4924,SPNS,7372,7372.0,PREPACKAGED SOFTWARE,73,73.0,BUSINESS SERVICES
4925,HLLY,0,,,0,,
4926,USHY,0,,,0,,
4927,FLNC,0,,,0,,
4928,WBA,5912,5912.0,DRUG STORES AND PROPRIETARY STORES,59,59.0,MISCELLANEOUS RETAIL
4929,KEYpJ,0,,,0,,
4930,SEDG,3674,3674.0,SEMICONDUCTORS AND RELATED DEVICES,36,36.0,"ELECTRONIC, ELCTRCL EQPMNT & CMPNTS, EXCPT COMPUTER EQPMNT"
4931,DNA,0,,,0,,
4932,WCN,4931,4931.0,ELECTRIC AND OTHER SERVICES COMBINED,49,49.0,"ELECTRIC, GAS AND SANITARY SERVICES"
4933,PHVS,0,,,0,,
4934,SWI,7372,7372.0,PREPACKAGED SOFTWARE,73,73.0,BUSINESS SERVICES
4935,THS,2032,2032.0,CANNED SPECIALTIES,20,20.0,FOOD AND KINDRED PRODUCTS
4936,DFAX,0,,,0,,
4937,MVBF,6035,6035.0,FEDERAL SAVINGS INSTITUTIONS,60,60.0,DEPOSITORY INSTITUTIONS
4938,TUP,3089,3089.0,"PLASTICS PRODUCTS, NEC",30,30.0,RUBBER AND MISCELLANEOUS PLASTIC PRODUCTS
4939,TYDE,0,,,0,,
4940,IRON,0,,,0,,
4941,PACWP,0,,,0,,
4942,NFG,1311,1311.0,CRUDE PETROLEUM AND NATURAL GAS,13,13.0,OIL AND GAS EXTRACTION
4943,TOVX,0,,,0,,
4944,RTM,0,,,0,,
4945,BETZ,0,,,0,,
4946,FSNB,0,,,0,,
4947,VCXA,0,,,0,,
4948,IVRpB,0,,,0,,
4949,ETV,6733,6733.0,"TRUSTS, NEC",67,67.0,HOLDING AND OTHER INVESTMENT OFFICES
4950,HCSG,7349,7349.0,"BUILDING MAINTENANCE SERVICES, NEC",73,73.0,BUSINESS SERVICES
4951,CINC,0,,,0,,
4952,FOSL,3873,3873.0,"WATCHES, CLOCKS, WATCHCASES, AND PARTS",38,38.0,MESR/ANLYZ/CNTRL INSTRMNTS; PHOTO/MED/OPT GDS; WATCHS/CLOCKS
4953,NEON,3679,3679.0,"ELECTRONIC COMPONENTS, NEC",36,36.0,"ELECTRONIC, ELCTRCL EQPMNT & CMPNTS, EXCPT COMPUTER EQPMNT"
4954,CMCL,1041,1041.0,GOLD ORES,10,10.0,METAL MINING
4955,OKE,4923,4923.0,GAS TRANSMISSION AND DISTRIBUTION,49,49.0,"ELECTRIC, GAS AND SANITARY SERVICES"
4956,ZEUS,3316,3316.0,COLD FINISHING OF STEEL SHAPES,33,33.0,PRIMARY METAL INDUSTRIES
4957,NVCR,3845,3845.0,ELECTROMEDICAL EQUIPMENT,38,38.0,MESR/ANLYZ/CNTRL INSTRMNTS; PHOTO/MED/OPT GDS; WATCHS/CLOCKS
4958,HUBG,4731,4731.0,FREIGHT TRANSPORTATION ARRANGEMENT,47,47.0,TRANSPORTATION SERVICES
4959,VZLA,0,,,0,,
4960,FMQQ,0,,,0,,
4961,WSBF,6035,6035.0,FEDERAL SAVINGS INSTITUTIONS,60,60.0,DEPOSITORY INSTITUTIONS
4962,FNDE,0,,,0,,
4963,VRNS,7372,7372.0,PREPACKAGED SOFTWARE,73,73.0,BUSINESS SERVICES
4964,TISI,7699,7699.0,"REPAIR SERVICES, NEC",76,76.0,MISCELLANEOUS REPAIR SERVICES
4965,ARDX,2834,2834.0,PHARMACEUTICAL PREPARATIONS,28,28.0,CHEMICALS AND ALLIED PRODUCTS
4966,CACC,6141,6141.0,PERSONAL CREDIT INSTITUTIONS,61,61.0,NONDEPOSITORY CREDIT INSTITUTIONS
4967,CVLG,0,,,0,,
4968,BIV,0,,,0,,
4969,TOLZ,0,,,0,,
4970,PSLV,7292,,,72,72.0,PERSONAL SERVICES
4971,SSRM,0,,,0,,
4972,FLAX,0,,,0,,
4973,LTHM,0,,,0,,
4974,CYBR,7372,7372.0,PREPACKAGED SOFTWARE,73,73.0,BUSINESS SERVICES
4975,UNL,0,,,0,,
4976,GAMR,0,,,0,,
4977,TELL,1311,1311.0,CRUDE PETROLEUM AND NATURAL GAS,13,13.0,OIL AND GAS EXTRACTION
4978,HPPpC,0,,,0,,
4979,FCOM,0,,,0,,
4980,ALV,3714,3714.0,MOTOR VEHICLE PARTS AND ACCESSORIES,37,37.0,TRANSPORTATION EQUIPMENT
4981,HBM,2971,,,29,29.0,PETROLEUM REFINING AND RELATED INDUSTRIES
4982,TTCF,0,,,0,,
4983,OPP,6799,6799.0,"INVESTORS, NEC",67,67.0,HOLDING AND OTHER INVESTMENT OFFICES
4984,BNKD,0,,,0,,
4985,CUEN,0,,,0,,
4986,NKX,6799,6799.0,"INVESTORS, NEC",67,67.0,HOLDING AND OTHER INVESTMENT OFFICES
4987,SONY,0,,,0,,
4988,JNK,0,,,0,,
4989,BIGC,0,,,0,,
4990,TRMR,0,,,0,,
4991,FCNCA,6022,6022.0,STATE COMMERCIAL BANKS,60,60.0,DEPOSITORY INSTITUTIONS
4992,BIRD,0,,,0,,
4993,SPUS,0,,,0,,
4994,MEI,3678,3678.0,ELECTRONIC CONNECTORS,36,36.0,"ELECTRONIC, ELCTRCL EQPMNT & CMPNTS, EXCPT COMPUTER EQPMNT"
4995,CDTX,2834,2834.0,PHARMACEUTICAL PREPARATIONS,28,28.0,CHEMICALS AND ALLIED PRODUCTS
4996,MPLN,0,,,0,,
4997,CTDD,0,,,0,,
4998,TNA,0,,,0,,
4999,TAP,2082,2082.0,MALT BEVERAGES,20,20.0,FOOD AND KINDRED PRODUCTS
5000,TIPD,0,,,0,,
5001,LPSN,7372,7372.0,PREPACKAGED SOFTWARE,73,73.0,BUSINESS SERVICES
5002,FRGT,0,,,0,,
5003,MQY,6282,6282.0,INVESTMENT ADVICE,62,62.0,"SECURITY & COMMODITY BROKERS, DEALERS, EXCHANGES & SERVICES"
5004,CTIC,2834,2834.0,PHARMACEUTICAL PREPARATIONS,28,28.0,CHEMICALS AND ALLIED PRODUCTS
5005,MCO,6289,6289.0,SECURITY AND COMMODITY SERVICE,62,62.0,"SECURITY & COMMODITY BROKERS, DEALERS, EXCHANGES & SERVICES"
5006,HLMN,0,,,0,,
5007,AMED,8082,8082.0,HOME HEALTH CARE SERVICES,80,80.0,HEALTH SERVICES
5008,SCHC,0,,,0,,
5009,RYF,0,,,0,,
5010,REPL,0,,,0,,
5011,HGBL,0,,,0,,
5012,RIVN,0,,,0,,
5013,MOTI,0,,,0,,
5014,THCP,0,,,0,,
5015,SEAT,0,,,0,,
5016,AEE,4931,4931.0,ELECTRIC AND OTHER SERVICES COMBINED,49,49.0,"ELECTRIC, GAS AND SANITARY SERVICES"
5017,SWIR,3351,3351.0,COPPER ROLLING AND DRAWING,33,33.0,PRIMARY METAL INDUSTRIES
5018,RPM,2851,2851.0,PAINTS AND ALLIED PRODUCTS,28,28.0,CHEMICALS AND ALLIED PRODUCTS
5019,CAPE,0,,,0,,
5020,CMTL,3663,3663.0,RADIO AND T.V. COMMUNICATIONS EQUIPMENT,36,36.0,"ELECTRONIC, ELCTRCL EQPMNT & CMPNTS, EXCPT COMPUTER EQPMNT"
5021,CLTL,0,,,0,,
5022,SRV,6726,6726.0,"INVESTMENT OFFICES, NEC",67,67.0,HOLDING AND OTHER INVESTMENT OFFICES
5023,WOW,4841,4841.0,CABLE AND OTHER PAY TELEVISION SERVICES,48,48.0,COMMUNICATIONS
5024,TIPX,0,,,0,,
5025,AVGE,0,,,0,,
5026,SEED,0,,,0,,
5027,DNOV,0,,,0,,
5028,SLDB,2836,2836.0,"BIOLOGICAL PRODUCTS, EXCEPT DIAGNOSTIC",28,28.0,CHEMICALS AND ALLIED PRODUCTS
5029,AZ,0,,,0,,
5030,BTA,6733,6733.0,"TRUSTS, NEC",67,67.0,HOLDING AND OTHER INVESTMENT OFFICES
5031,RLMD,0,,,0,,
5032,IBCE,0,,,0,,
5033,AMGN,2836,2836.0,"BIOLOGICAL PRODUCTS, EXCEPT DIAGNOSTIC",28,28.0,CHEMICALS AND ALLIED PRODUCTS
5034,KPRX,0,,,0,,
5035,SALM,4832,4832.0,RADIO BROADCASTING STATIONS,48,48.0,COMMUNICATIONS
5036,NEXT,1382,1382.0,OIL AND GAS EXPLORATION SERVICES,13,13.0,OIL AND GAS EXTRACTION
5037,PACW,6021,6021.0,NATIONAL COMMERCIAL BANKS,60,60.0,DEPOSITORY INSTITUTIONS
5038,BOH,6022,6022.0,STATE COMMERCIAL BANKS,60,60.0,DEPOSITORY INSTITUTIONS
5039,ELDN,0,,,0,,
5040,TSLL,0,,,0,,
5041,CWI,0,,,0,,
5042,SSNC,7372,7372.0,PREPACKAGED SOFTWARE,73,73.0,BUSINESS SERVICES
5043,NMTR,0,,,0,,
5044,SSY,8062,8062.0,GENERAL MEDICAL AND SURGICAL HOSPITALS,80,80.0,HEALTH SERVICES
5045,BSGA,0,,,0,,
5046,TLS,0,,,0,,
5047,SWKH,0,,,0,,
5048,MAA,6798,6798.0,REAL ESTATE INVESTMENT TRUSTS,67,67.0,HOLDING AND OTHER INVESTMENT OFFICES
5049,AZN,0,,,0,,
5050,VIRX,0,,,0,,
5051,AGFY,0,,,0,,
5052,GSUN,0,,,0,,
5053,SIDU,0,,,0,,
5054,TNET,7389,7389.0,"BUSINESS SERVICES, NEC",73,73.0,BUSINESS SERVICES
5055,SERA,0,,,0,,
5056,TSP,0,,,0,,
5057,GAIN,6799,6799.0,"INVESTORS, NEC",67,67.0,HOLDING AND OTHER INVESTMENT OFFICES
5058,XPEV,0,,,0,,
5059,PLAB,3674,3674.0,SEMICONDUCTORS AND RELATED DEVICES,36,36.0,"ELECTRONIC, ELCTRCL EQPMNT & CMPNTS, EXCPT COMPUTER EQPMNT"
5060,TA,5541,5541.0,GASOLINE SERVICE STATIONS,55,55.0,AUTOMOTIVE DEALERS AND GASOLINE SERVICE STATIONS
5061,GBIO,0,,,0,,
5062,LILAK,0,,,0,,
5063,ICNC,0,,,0,,
5064,SMOT,0,,,0,,
5065,CALA,2834,2834.0,PHARMACEUTICAL PREPARATIONS,28,28.0,CHEMICALS AND ALLIED PRODUCTS
5066,IMMP,2834,2834.0,PHARMACEUTICAL PREPARATIONS,28,28.0,CHEMICALS AND ALLIED PRODUCTS
5067,EOLS,0,,,0,,
5068,FOLD,2834,2834.0,PHARMACEUTICAL PREPARATIONS,28,28.0,CHEMICALS AND ALLIED PRODUCTS
5069,EEA,6733,6733.0,"TRUSTS, NEC",67,67.0,HOLDING AND OTHER INVESTMENT OFFICES
5070,NBO,6799,6799.0,"INVESTORS, NEC",67,67.0,HOLDING AND OTHER INVESTMENT OFFICES
5071,AUVI,0,,,0,,
5072,HDEF,0,,,0,,
5073,FEMY,0,,,0,,
5074,CHCO,6021,6021.0,NATIONAL COMMERCIAL BANKS,60,60.0,DEPOSITORY INSTITUTIONS
5075,BRC,7382,7382.0,SECURITY SYSTEMS SERVICES,73,73.0,BUSINESS SERVICES
5076,STSS,0,,,0,,
5077,FNGR,0,,,0,,
5078,CLOU,0,,,0,,
5079,CERS,2834,2834.0,PHARMACEUTICAL PREPARATIONS,28,28.0,CHEMICALS AND ALLIED PRODUCTS
5080,EOS,6733,6733.0,"TRUSTS, NEC",67,67.0,HOLDING AND OTHER INVESTMENT OFFICES
5081,QTT,0,,,0,,
5082,CGC,0,,,0,,
5083,BKR,0,,,0,,
5084,IWC,0,,,0,,
5085,MTUM,0,,,0,,
5086,DEX,6726,6726.0,"INVESTMENT OFFICES, NEC",67,67.0,HOLDING AND OTHER INVESTMENT OFFICES
5087,ATHpB,0,,,0,,
5088,AGRI,0,,,0,,
5089,JAZZ,2834,2834.0,PHARMACEUTICAL PREPARATIONS,28,28.0,CHEMICALS AND ALLIED PRODUCTS
5090,SBGI,4833,4833.0,TELEVISION BROADCASTING STATIONS,48,48.0,COMMUNICATIONS
5091,VIV,0,,,0,,
5092,PILL,0,,,0,,
5093,TDS,4813,4813.0,"TELEPHONE COMMUNICATION, EXCEPT RADIO",48,48.0,COMMUNICATIONS
5094,XHYF,0,,,0,,
5095,NA,0,,,0,,
5096,PAC,4510,,,45,45.0,TRANSPORTATION BY AIR
5097,ARCE,0,,,0,,
5098,JLL,6531,6531.0,REAL ESTATE AGENTS AND MANAGERS,65,65.0,REAL ESTATE
5099,GNS,0,,,0,,
5100,FITB,6022,6022.0,STATE COMMERCIAL BANKS,60,60.0,DEPOSITORY INSTITUTIONS
5101,AIM,0,,,0,,
5102,S,4813,4813.0,"TELEPHONE COMMUNICATION, EXCEPT RADIO",48,48.0,COMMUNICATIONS
5103,BEAM,0,,,0,,
5104,AMCR,0,,,0,,
5105,UZD,0,,,0,,
5106,EPRT,0,,,0,,
5107,HLIT,3663,3663.0,RADIO AND T.V. COMMUNICATIONS EQUIPMENT,36,36.0,"ELECTRONIC, ELCTRCL EQPMNT & CMPNTS, EXCPT COMPUTER EQPMNT"
5108,GOEV,0,,,0,,
5109,STRL,1629,1629.0,"HEAVY CONSTRUCTION, NEC",16,16.0,"HEAVY CNSTRCTN, EXCEPT BUILDING CONSTRUCTION - CONTRACTORS"
5110,ORN,1629,1629.0,"HEAVY CONSTRUCTION, NEC",16,16.0,"HEAVY CNSTRCTN, EXCEPT BUILDING CONSTRUCTION - CONTRACTORS"
5111,CERE,100,,,10,10.0,METAL MINING
5112,BK,6282,6282.0,INVESTMENT ADVICE,62,62.0,"SECURITY & COMMODITY BROKERS, DEALERS, EXCHANGES & SERVICES"
5113,TYL,7372,7372.0,PREPACKAGED SOFTWARE,73,73.0,BUSINESS SERVICES
5114,CFLT,0,,,0,,
5115,CABA,0,,,0,,
5116,HSC,1099,1099.0,"METAL ORES, NEC",10,10.0,METAL MINING
5117,PAX,0,,,0,,
5118,CTRN,5699,5699.0,MISCELLANEOUS APPAREL AND ACCESSORIES,56,56.0,APPAREL AND ACCESSORY STORES
5119,MTSI,3674,3674.0,SEMICONDUCTORS AND RELATED DEVICES,36,36.0,"ELECTRONIC, ELCTRCL EQPMNT & CMPNTS, EXCPT COMPUTER EQPMNT"
5120,VRAX,0,,,0,,
5121,EMKR,3674,3674.0,SEMICONDUCTORS AND RELATED DEVICES,36,36.0,"ELECTRONIC, ELCTRCL EQPMNT & CMPNTS, EXCPT COMPUTER EQPMNT"
5122,BNS,7029,,,70,70.0,"HOTELS, ROOMING HOUSES, CAMPS, AND OTHER LODGING PLACES"
5123,COLM,2339,2339.0,"WOMEN'S AND MISSES' OUTERWEAR, NEC",23,23.0,"APPAREL, FINISHED PRDCTS FROM FABRICS & SIMILAR MATERIALS"
5124,WMK,5411,5411.0,GROCERY STORES,54,54.0,FOOD STORES
5125,VTRU,0,,,0,,
5126,GEHC,0,,,0,,
5127,ADC,6798,6798.0,REAL ESTATE INVESTMENT TRUSTS,67,67.0,HOLDING AND OTHER INVESTMENT OFFICES
5128,JAAA,0,,,0,,
5129,IGC,0,,,0,,
5130,HYDR,0,,,0,,
5131,TEX,3537,3537.0,INDUSTRIAL TRUCKS AND TRACTORS,35,35.0,INDUSTRIAL AND COMMERCIAL MACHINERY AND COMPUTER EQUIPMENT
5132,MEIP,2834,2834.0,PHARMACEUTICAL PREPARATIONS,28,28.0,CHEMICALS AND ALLIED PRODUCTS
5133,HFXI,0,,,0,,
5134,BCD,0,,,0,,
5135,PBE,0,,,0,,
5136,HHC,6798,6798.0,REAL ESTATE INVESTMENT TRUSTS,67,67.0,HOLDING AND OTHER INVESTMENT OFFICES
5137,DGS,0,,,0,,
5138,BSMX,0,,,0,,
5139,EFOI,3648,3648.0,"LIGHTING EQUIPMENT, NEC",36,36.0,"ELECTRONIC, ELCTRCL EQPMNT & CMPNTS, EXCPT COMPUTER EQPMNT"
5140,JEPI,0,,,0,,
5141,MIO,0,,,0,,
5142,FRDM,0,,,0,,
5143,CPUH.U,0,,,0,,
5144,GSBC,6022,6022.0,STATE COMMERCIAL BANKS,60,60.0,DEPOSITORY INSTITUTIONS
5145,DLR,6798,6798.0,REAL ESTATE INVESTMENT TRUSTS,67,67.0,HOLDING AND OTHER INVESTMENT OFFICES
5146,VDE,0,,,0,,
5147,BSCW,0,,,0,,
5148,INDB,6022,6022.0,STATE COMMERCIAL BANKS,60,60.0,DEPOSITORY INSTITUTIONS
5149,UAE,0,,,0,,
5150,NWTN,0,,,0,,
5151,PRTS,5531,5531.0,AUTO AND HOME SUPPLY STORES,55,55.0,AUTOMOTIVE DEALERS AND GASOLINE SERVICE STATIONS
5152,YCS,0,,,0,,
5153,JCIC,0,,,0,,
5154,SPYC,0,,,0,,
5155,AMBC,6351,6351.0,SURETY INSURANCE,63,63.0,INSURANCE CARRIERS
5156,SARK,0,,,0,,
5157,DHR,8071,8071.0,MEDICAL LABORATORIES,80,80.0,HEALTH SERVICES
5158,DDS,5311,5311.0,DEPARTMENT STORES,53,53.0,GENERAL MERCHANDISE STORES
5159,JJC,0,,,0,,
5160,QQQJ,0,,,0,,
5161,FURY,0,,,0,,
5162,STAG,6798,6798.0,REAL ESTATE INVESTMENT TRUSTS,67,67.0,HOLDING AND OTHER INVESTMENT OFFICES
5163,NINE,1389,1389.0,"OIL AND GAS FIELD SERVICES, NEC",13,13.0,OIL AND GAS EXTRACTION
5164,XOMA,2834,2834.0,PHARMACEUTICAL PREPARATIONS,28,28.0,CHEMICALS AND ALLIED PRODUCTS
5165,SEER,0,,,0,,
5166,AIA,0,,,0,,
5167,HSCS,0,,,0,,
5168,NVNO,0,,,0,,
5169,CARG,8999,8999.0,"SERVICES, NEC",89,89.0,"SERVICES, NOT ELSEWHERE CLASSIFIED"
5170,GD,3724,3724.0,AIRCRAFT ENGINES AND ENGINE PARTS,37,37.0,TRANSPORTATION EQUIPMENT
5171,RTC,0,,,0,,
5172,WSBCP,0,,,0,,
5173,RDIB,7832,7832.0,"MOTION PICTURE THEATERS, EXCEPT DRIVE-IN",78,78.0,MOTION PICTURES
5174,BSMS,0,,,0,,
5175,TCX,7374,7374.0,DATA PROCESSING AND PREPARATION,73,73.0,BUSINESS SERVICES
5176,KTEC,3599,3599.0,"INDUSTRIAL MACHINERY, NEC",35,35.0,INDUSTRIAL AND COMMERCIAL MACHINERY AND COMPUTER EQUIPMENT
5177,RZC,0,,,0,,
5178,CNTB,0,,,0,,
5179,EAGG,0,,,0,,
5180,DGICB,6331,6331.0,"FIRE, MARINE, AND CASUALTY INSURANCE",63,63.0,INSURANCE CARRIERS
5181,FDX,4513,4513.0,AIR COURIER SERVICES,45,45.0,TRANSPORTATION BY AIR
5182,NVDA,3674,3674.0,SEMICONDUCTORS AND RELATED DEVICES,36,36.0,"ELECTRONIC, ELCTRCL EQPMNT & CMPNTS, EXCPT COMPUTER EQPMNT"
5183,SMMT,0,,,0,,
5184,MINM,0,,,0,,
5185,UCO,0,,,0,,
5186,SOVO,0,,,0,,
5187,CCI,6798,6798.0,REAL ESTATE INVESTMENT TRUSTS,67,67.0,HOLDING AND OTHER INVESTMENT OFFICES
5188,SMTI,0,,,0,,
5189,DSL,6733,6733.0,"TRUSTS, NEC",67,67.0,HOLDING AND OTHER INVESTMENT OFFICES
5190,CNTX,0,,,0,,
5191,ZBH,3842,3842.0,SURGICAL APPLIANCES AND SUPPLIES,38,38.0,MESR/ANLYZ/CNTRL INSTRMNTS; PHOTO/MED/OPT GDS; WATCHS/CLOCKS
5192,TBIL,0,,,0,,
5193,CEIX,1231,1231.0,ANTHRACITE MINING,12,12.0,COAL MINING
5194,TFI,0,,,0,,
5195,KBNT,0,,,0,,
5196,EMBK,0,,,0,,
5197,SPE,6799,6799.0,"INVESTORS, NEC",67,67.0,HOLDING AND OTHER INVESTMENT OFFICES
5198,GLDG,0,,,0,,
5199,CCVI,0,,,0,,
5200,PSF,6282,6282.0,INVESTMENT ADVICE,62,62.0,"SECURITY & COMMODITY BROKERS, DEALERS, EXCHANGES & SERVICES"
5201,UBSI,6022,6022.0,STATE COMMERCIAL BANKS,60,60.0,DEPOSITORY INSTITUTIONS
5202,EFTR,0,,,0,,
5203,RNP,6282,6282.0,INVESTMENT ADVICE,62,62.0,"SECURITY & COMMODITY BROKERS, DEALERS, EXCHANGES & SERVICES"
5204,CHWY,0,,,0,,
5205,HURN,8742,8742.0,MANAGEMENT CONSULTING SERVICES,87,87.0,"ENGINEERING, ACCOUNTING, RESEARCH, MANAGEMENT & RELATED SVCS"
5206,SUAC,0,,,0,,
5207,RNAZ,0,,,0,,
5208,ALKS,2834,2834.0,PHARMACEUTICAL PREPARATIONS,28,28.0,CHEMICALS AND ALLIED PRODUCTS
5209,CBAY,2834,2834.0,PHARMACEUTICAL PREPARATIONS,28,28.0,CHEMICALS AND ALLIED PRODUCTS
5210,ALLR,0,,,0,,
5211,NRO,6799,6799.0,"INVESTORS, NEC",67,67.0,HOLDING AND OTHER INVESTMENT OFFICES
5212,ICD,1381,1381.0,DRILLING OIL AND GAS WELLS,13,13.0,OIL AND GAS EXTRACTION
5213,ACPpA,0,,,0,,
5214,GM,3711,3711.0,MOTOR VEHICLES AND CAR BODIES,37,37.0,TRANSPORTATION EQUIPMENT
5215,NRP,1221,1221.0,BITUMINOUS COAL AND LIGNITE-SURFACE MINING,12,12.0,COAL MINING
5216,SE,0,,,0,,
5217,ACLS,3559,3559.0,"SPECIAL INDUSTRY MACHINERY, NEC",35,35.0,INDUSTRIAL AND COMMERCIAL MACHINERY AND COMPUTER EQUIPMENT
5218,PCF,6733,6733.0,"TRUSTS, NEC",67,67.0,HOLDING AND OTHER INVESTMENT OFFICES
5219,RGF,0,,,0,,
5220,SONM,0,,,0,,
5221,QQQX,6726,6726.0,"INVESTMENT OFFICES, NEC",67,67.0,HOLDING AND OTHER INVESTMENT OFFICES
5222,PCOR,0,,,0,,
5223,ASC,0,,,0,,
5224,ECCpD,0,,,0,,
5225,VALN,0,,,0,,
5226,FMAY,0,,,0,,
5227,VNQ,0,,,0,,
5228,BWV,0,,,0,,
5229,PHAT,0,,,0,,
5230,GSST,0,,,0,,
5231,IDCC,4812,4812.0,RADIOTELEPHONE COMMUNICATION,48,48.0,COMMUNICATIONS
5232,IBDU,0,,,0,,
5233,WTRE,0,,,0,,
5234,GSpK,0,,,0,,
5235,PSO,0,,,0,,
5236,GDRX,0,,,0,,
5237,EQR,9999,9999.0,NONCLASSIFIABLE ESTABLISHMENTS,99,99.0,NONCLASSIFIABLE ESTABLISHMENTS
5238,AVSF,0,,,0,,
5239,ACA,0,,,0,,
5240,RAND,6799,6799.0,"INVESTORS, NEC",67,67.0,HOLDING AND OTHER INVESTMENT OFFICES
5241,NETI,0,,,0,,
5242,PGJ,0,,,0,,
5243,BYM,6282,6282.0,INVESTMENT ADVICE,62,62.0,"SECURITY & COMMODITY BROKERS, DEALERS, EXCHANGES & SERVICES"
5244,TSCO,5261,5261.0,RETAIL NURSERIES AND GARDEN STORES,52,52.0,"BUILDING MATRIALS, HRDWR, GARDEN SUPPLY & MOBILE HOME DEALRS"
5245,SHM,0,,,0,,
5246,AGBA,0,,,0,,
5247,GHSI,0,,,0,,
5248,NEU,2869,2869.0,"INDUSTRIAL ORGANIC CHEMICALS, NEC",28,28.0,CHEMICALS AND ALLIED PRODUCTS
5249,HLN,0,,,0,,
5250,SMR,0,,,0,,
5251,BNH,0,,,0,,
5252,WST,3841,3841.0,SURGICAL AND MEDICAL INSTRUMENTS,38,38.0,MESR/ANLYZ/CNTRL INSTRMNTS; PHOTO/MED/OPT GDS; WATCHS/CLOCKS
5253,BHC,0,,,0,,
5254,DRD,0,,,0,,
5255,NEX,0,,,0,,
5256,ZEPP,0,,,0,,
5257,YJUN,0,,,0,,
5258,EMF,6799,6799.0,"INVESTORS, NEC",67,67.0,HOLDING AND OTHER INVESTMENT OFFICES
5259,CIM,6798,6798.0,REAL ESTATE INVESTMENT TRUSTS,67,67.0,HOLDING AND OTHER INVESTMENT OFFICES
5260,NUGT,0,,,0,,
5261,WFCpQ,0,,,0,,
5262,BTZ,6726,6726.0,"INVESTMENT OFFICES, NEC",67,67.0,HOLDING AND OTHER INVESTMENT OFFICES
5263,FACT.U,0,,,0,,
5264,BBAX,0,,,0,,
5265,ONTX,2834,2834.0,PHARMACEUTICAL PREPARATIONS,28,28.0,CHEMICALS AND ALLIED PRODUCTS
5266,CPA,0,,,0,,
5267,NDMO,0,,,0,,
5268,CD,0,,,0,,
5269,DDF,6799,6799.0,"INVESTORS, NEC",67,67.0,HOLDING AND OTHER INVESTMENT OFFICES
5270,RENN,0,,,0,,
5271,CCVI.U,0,,,0,,
5272,FLOT,0,,,0,,
5273,ELS,6798,6798.0,REAL ESTATE INVESTMENT TRUSTS,67,67.0,HOLDING AND OTHER INVESTMENT OFFICES
5274,XYLG,0,,,0,,
5275,PINK,0,,,0,,
5276,CHRD,0,,,0,,
5277,GDXJ,0,,,0,,
5278,DJUL,0,,,0,,
5279,VTGN,2834,2834.0,PHARMACEUTICAL PREPARATIONS,28,28.0,CHEMICALS AND ALLIED PRODUCTS
5280,NPCT,0,,,0,,
5281,DEA,6798,6798.0,REAL ESTATE INVESTMENT TRUSTS,67,67.0,HOLDING AND OTHER INVESTMENT OFFICES
5282,NURE,0,,,0,,
5283,DHY,6799,6799.0,"INVESTORS, NEC",67,67.0,HOLDING AND OTHER INVESTMENT OFFICES
5284,PDT,6726,6726.0,"INVESTMENT OFFICES, NEC",67,67.0,HOLDING AND OTHER INVESTMENT OFFICES
5285,HYZD,0,,,0,,
5286,NLYpI,0,,,0,,
5287,GUSH,0,,,0,,
5288,FOF,6799,6799.0,"INVESTORS, NEC",67,67.0,HOLDING AND OTHER INVESTMENT OFFICES
5289,PBW,0,,,0,,
5290,AFYA,0,,,0,,
5291,RUN,3433,3433.0,"HEATING EQUIPMENT, EXCEPT ELECTRIC",34,34.0,"FABRICATED METAL PRDCTS, EXCEPT MACHINERY & TRANSPORT EQPMNT"
